country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt,solar_yoy_growth_pct,wind_yoy_growth_pct,renewables_yoy_growth_pct,difference,indicator
Australia,Oceania,0,2010,22141583.0,0.2576346504726396,0.3652973004478206,0.3379113275704042,0.15448275862068966,0.29520076906011977,0.11389290417911406,0.11732957878681216,0.0,0.5315877518364973,0.10483870967741934,0.25491673211623844,0.09734559615909337,0.9114449614890886,0.08855503851091143,0.66675557689401,0.22149032523672293,1.0,0.488345521023766,0.5671768707482994,0.0,1
Australia,Oceania,0,2011,22479779.0,0.2660511413583008,0.3735504113927124,0.34554571105080606,0.32157635467980294,0.3803889669452044,0.15732228325463363,0.16699198958966646,0.0,0.5242795839697434,0.21397849462365592,0.3217233807241661,0.13167562859843843,0.8802150192554558,0.1197849807445443,0.643416642216354,0.3137093454096336,1.0,0.6391681901279707,1.0,0.0,1
Australia,Oceania,0,2012,22852648.0,0.276845277403862,0.3648154804114898,0.33746562909979694,0.3799014778325123,0.4567033942172594,0.1555748289486364,0.14540334709289301,0.0,0.5119906902320169,0.2583333333333333,0.39494141595473564,0.1331308515534781,0.8788912066752248,0.12110879332477537,0.6412561236919082,0.37546315356113624,0.4956666666666667,0.5587294332723949,0.38010204081632654,0.0,1
Australia,Oceania,0,2013,23236271.0,0.28337971354800534,0.3631057964116064,0.33588411839764215,0.6068965517241379,0.5478074391776971,0.1826089749767113,0.1628961206574723,0.0,0.49718815913884656,0.4147849462365591,0.4758531151324753,0.15695461523408974,0.8572187901155328,0.14278120988446727,0.6227361233362673,0.4857966241251544,0.7736666666666667,0.5569012797074955,0.6947278911564626,0.0,1
Australia,Oceania,0,2014,23595599.0,0.29114672438826766,0.3601371632845361,0.33313804072390063,0.7802955665024631,0.5785698439695333,0.16837236195432204,0.12355871278785746,0.0,0.4991897592552187,0.5373655913978495,0.5063713154562504,0.14583097916109705,0.8673379332477537,0.13266206675224648,0.629866723569212,0.5459036640592836,0.5656666666666667,0.42618829981718465,0.266156462585034,0.0,1
Australia,Oceania,0,2015,23947997.0,0.29824236513005203,0.3699911601565915,0.34225329331632015,0.9773399014778326,0.6998447090142719,0.18399665927853262,0.1202308192804497,0.0,0.5068703178412977,0.6561827956989247,0.5972847777653113,0.15538914811578947,0.8586428915275995,0.14135710847240052,0.6258924364069598,0.6677645121449155,0.5436666666666667,0.5669561243144424,0.5569727891156463,0.0,1
Australia,Oceania,0,2016,24329963.0,0.30680336649881923,0.3765812148470513,0.348349298204626,1.0,0.7714264586260443,0.21452571391860203,0.1504378526553817,0.0,0.5029136664484691,0.7744623655913977,0.647550048886823,0.17819866549440377,0.837893132220796,0.16210686777920413,0.6114889795773207,0.7591601482091396,0.5083333333333333,0.46823583180987205,0.681122448979592,0.0,1
Australia,Oceania,0,2017,24731044.0,0.31458309544954854,0.37773136590151835,0.3494132235860756,1.0,0.7814833986541447,0.20141980662362272,0.11519631371796103,0.0,0.5105709506145902,0.9258064516129032,0.6540896632419178,0.1668324922622378,0.8482329107830553,0.1517670892169448,0.6155521769669164,0.8200905722519556,0.5076666666666667,0.38688299817184646,0.2950680272108844,0.0,1
Australia,Oceania,0,2018,25119700.0,0.3240040453923977,0.383419950846585,0.3546753410132452,1.0,0.9619167344524143,0.2543573929523626,0.14770727336725223,0.0,0.495116735762601,1.0,0.7938578916155092,0.20774410124823958,0.8110157252888319,0.1889842747111682,0.5891814035368487,1.0,0.6296666666666667,0.5861517367458866,0.8460884353741498,0.0,1
Australia,Oceania,0,2019,25482714.0,0.3306846194908605,0.3885023751007839,0.35937674100965084,1.0,1.0,0.2840127204394333,0.11963350506117137,0.0,0.4892981307731472,1.0,0.938883457019667,0.22910942008814025,0.7915797496790759,0.20842025032092426,0.5728930498875285,1.0,0.6976666666666667,0.555073126142596,0.5977891156462585,0.0,1
